Id,SalePrice
1461,122237.23073852385
1462,153273.30004442963
1463,179010.33276484464
1464,194875.61188939997
1465,202940.48729463507
1466,170193.14000949613
1467,179720.53782753713
1468,160162.31725189637
1469,198949.6243993222
1470,116636.95273340393
1471,192987.0391671961
1472,99922.99313697511
1473,98459.87857136386
1474,148146.31898246883
1475,113234.37448590682
1476,361413.70133227075
1477,248281.085181136
1478,301137.7342867422
1479,298468.87417378806
1480,456165.0875633957
1481,319852.31354252086
1482,214305.11608115767
1483,180129.45903224187
1484,162113.81297461796
1485,194920.60159331918
1486,195791.87588915435
1487,332663.84424817574
1488,235030.07688469306
1489,192352.54044721753
1490,226586.33507321164
1491,195407.08068387414
1492,96839.65982195169
1493,193938.75150870235
1494,295463.8814107292
1495,292410.0574721932
1496,228569.44326846287
1497,182825.58956531837
1498,162766.2588198547
1499,162693.56708375967
1500,155789.05249691408
1501,171544.42508263804
1502,149089.19732069972
1503,277896.4414691995
1504,239391.07523310755
1505,220558.23661908795
1506,191597.95024724153
1507,242052.59383100044
1508,204021.92874402847
1509,163085.06079867567
1510,141937.19935253027
1511,145482.23792551347
1512,172615.2580319242
1513,154821.08867452168
1514,150872.4238287235
1515,198232.5856995735
1516,156100.53307369928
1517,175776.8786966314
1518,134641.6374878853
1519,210166.37583876596
1520,126744.24136223651
1521,130297.9011238225
1522,179177.24114552015
1523,112828.63432026436
1524,127702.65787836189
1525,118596.37275462475
1526,116833.77165067315
1527,112005.61029701389
1528,141265.61003852572
1529,146607.08082048927
1530,178803.0690430152
1531,109818.41625805931
1532,96930.18918595019
1533,144441.5721969643
1534,128336.7143470851
1535,149325.44056838006
1536,109676.82298726116
1537,67687.68996565277
1538,152631.35263950532
1539,202315.1294199043
1540,95469.55426176763
1541,142642.25756583977
1542,140216.2061740242
1543,179055.68333359263
1544,87203.929454248
1545,116241.087413107
1546,137571.5517093481
1547,123320.28190550838
1548,135635.55783591807
1549,118041.9256459678
1550,131980.43254429018
1551,107920.9493958341
1552,128853.49922544445
1553,146583.4902924446
1554,119444.02302652806
1555,161967.82832116963
1556,88886.3563028493
1557,111112.44619757346
1558,103759.85262411565
1559,67185.31981915883
1560,131033.39540177662
1561,128485.53001094655
1562,131984.97556531377
1563,117826.37253460714
1564,160243.32892498287
1565,152938.411016608
1566,239020.0540757968
1567,81921.17887194233
1568,222759.8781742724
1569,128276.32705382643
1570,144541.32366973747
1571,131545.24274765738
1572,141194.2230234912
1573,234532.65255153793
1574,122756.05509650875
1575,219149.1335877978
1576,238632.32325541807
1577,179527.46524964762
1578,149662.02829176883
1579,144374.04261305844
1580,197134.79658248005
1581,155956.3826101092
1582,124295.34249406937
1583,278895.58627423964
1584,216280.72678927347
1585,136367.7613013748
1586,65741.78423069473
1587,106196.71165388644
1588,146056.01739796047
1589,101523.17515232095
1590,138200.1366229291
1591,93099.807184211
1592,118080.02190932567
1593,123958.60679805107
1594,121326.63510522684
1595,114016.89671436949
1596,222933.7067308526
1597,191973.05178775953
1598,234558.6249000356
1599,171966.0927890018
1600,163444.58315873815
1601,64424.53613374402
1602,120221.35517399953
1603,69331.10707732661
1604,252357.89580955735
1605,247458.32751389497
1606,170218.58945381478
1607,174733.6031127001
1608,215314.28670387165
1609,183457.57685757516
1610,151827.39494053365
1611,147332.90167020343
1612,176719.15592189925
1613,166691.55765690867
1614,122988.3073275325
1615,95448.84822361523
1616,83241.25022023814
1617,96378.78518845928
1618,123767.64300113278
1619,136650.47768046462
1620,154766.46573435725
1621,143988.21985139433
1622,141167.0533429769
1623,256996.23967720257
1624,214530.39454708932
1625,119504.74024506114
1626,173090.3136486583
1627,188200.94379552852
1628,279375.3391124581
1629,187262.70878410328
1630,340639.89611077245
1631,230051.43253493388
1632,250580.83343755524
1633,176496.3626707758
1634,185502.78581705008
1635,174162.03923970257
1636,154547.44154405507
1637,196912.40916350705
1638,187899.80317837067
1639,193126.8603223991
1640,251154.80982346614
1641,190011.9102046842
1642,243818.94805558093
1643,215631.9084795344
1644,232905.46782358864
1645,191115.88379345048
1646,160110.36700543368
1647,164610.81985742963
1648,127697.89759628623
1649,138283.98112918113
1650,112345.26078460505
1651,123252.81128147498
1652,101967.90255723572
1653,104608.04390945776
1654,145101.4571783392
1655,134515.62150249933
1656,142030.58703050308
1657,146357.86302070942
1658,145880.15350963594
1659,117356.79588968436
1660,161037.06941405006
1661,417163.58745632664
1662,399249.45401862543
1663,371101.0447524922
1664,494033.0314794819
1665,310753.63408138993
1666,331206.55086973234
1667,370911.6008985338
1668,342170.04527614824
1669,310063.5829071485
1670,349400.97949922684
1671,251457.08109193324
1672,404470.66209889075
1673,277806.01116243366
1674,238749.1480876107
1675,195133.44666076038
1676,195010.10163503236
1677,217843.98698433742
1678,436350.35300974187
1679,370115.7550253505
1680,336256.1406186863
1681,257164.4575274802
1682,309486.3396977005
1683,185393.7170846216
1684,178375.38092360747
1685,174327.7434003809
1686,169808.96009164042
1687,178279.76590374246
1688,190810.79762692496
1689,194440.36412675114
1690,196531.60814037747
1691,186647.0649831538
1692,267460.7842902559
1693,175820.39583783038
1694,181126.07788171386
1695,169216.98693615894
1696,263267.5002164767
1697,174867.5540283067
1698,338797.72943347524
1699,305699.5862332711
1700,250746.3381004277
1701,277983.19603311684
1702,240020.15799946012
1703,233646.171874826
1704,266674.4120220263
1705,235808.58462569583
1706,245141.1904930389
1707,213746.199045168
1708,197201.79387070105
1709,260463.1344049649
1710,217912.21201717368
1711,272395.87692761497
1712,246375.20109934665
1713,267001.9113394827
1714,221402.0005241889
1715,209134.38782760545
1716,180435.01046481382
1717,176715.27681089405
1718,138102.07291593734
1719,209440.17116631145
1720,243681.62654614414
1721,162066.31569983086
1722,125562.51948267038
1723,153196.23926298803
1724,205816.34121418672
1725,233854.30216045867
1726,189321.40104889378
1727,158106.85320200174
1728,177010.2521084409
1729,166894.68999461812
1730,160536.95074787052
1731,122910.30388182976
1732,124021.74825504556
1733,111660.54193139113
1734,119942.85976078422
1735,126661.75611734594
1736,109266.46856923857
1737,292831.60245145735
1738,253313.08307686384
1739,235697.55472466268
1740,202169.15640298373
1741,182544.67736355538
1742,171589.17342883896
1743,181311.6183508244
1744,309864.9811454164
1745,215051.06419929018
1746,207781.72170957364
1747,222258.27833883825
1748,216424.0027244734
1749,148672.21075796057
1750,134076.08133581255
1751,256572.95169410823
1752,115139.58067079248
1753,148559.6090404138
1754,193330.63393844294
1755,167790.85277401848
1756,120172.04213637082
1757,118023.62621953042
1758,147064.07298326184
1759,166291.60893807973
1760,161930.36805237108
1761,148707.14835418755
1762,173621.90526676914
1763,193148.45836440581
1764,115267.46021143047
1765,161928.75612853817
1766,182859.82083458986
1767,217483.83419227373
1768,137730.4045241795
1769,173365.8864549346
1770,149402.7884203867
1771,125180.93647708255
1772,135676.8330873487
1773,124944.13078030424
1774,145234.04776420264
1775,138437.33726976917
1776,130545.97355827225
1777,107013.87236229268
1778,137771.4229579416
1779,114739.88365304448
1780,175718.6362137312
1781,127617.71251963924
1782,85791.9280804898
1783,146339.6408767572
1784,108472.11648290338
1785,127924.26595219543
1786,141429.03206734738
1787,172011.60332459226
1788,62029.501508172485
1789,104056.8842403269
1790,78644.72816466472
1791,176235.68410021026
1792,160176.48468755465
1793,131739.8234865755
1794,156786.5235612204
1795,135033.20588014368
1796,135598.99402799504
1797,119635.4428578911
1798,120634.77992981649
1799,105505.2169446074
1800,134962.27434078278
1801,124527.54696978284
1802,146335.9357612704
1803,153138.0663706983
1804,139354.5649420902
1805,136445.0623418552
1806,128020.89390889667
1807,136902.6255843638
1808,130781.62563319317
1809,124323.03665329989
1810,135872.94343550125
1811,97945.13457907137
1812,101783.29853565466
1813,123853.28527292235
1814,90899.5075270763
1815,56283.928812285776
1816,99755.50828246537
1817,112118.0510407729
1818,146025.0850916968
1819,131880.72942537244
1820,53721.397182942455
1821,121916.6281444366
1822,151981.08059896145
1823,45526.403443392956
1824,131550.65226480135
1825,138918.8640770858
1826,106044.10572825484
1827,100628.49340627037
1828,132019.09129003028
1829,132527.0841905751
1830,140745.4187756275
1831,154836.748665079
1832,68543.07458080153
1833,145067.6427188502
1834,123024.2306422898
1835,121351.4346700851
1836,127565.5044553513
1837,84373.45481964055
1838,129020.30685867168
1839,99008.49220866892
1840,146423.78533612253
1841,133376.7325390427
1842,96665.50810876812
1843,129119.51086340005
1844,147573.6110504038
1845,149196.00560472402
1846,154763.592383544
1847,172414.13227994
1848,53867.28498919935
1849,113861.84810790606
1850,118382.17061983114
1851,152881.51747935038
1852,124278.12656577613
1853,123069.40033044023
1854,168184.15797063967
1855,161755.29312884077
1856,221747.71043036084
1857,148410.8847115522
1858,144179.5997737573
1859,126037.45227080445
1860,146319.11053170075
1861,125186.16204757425
1862,303639.6565027634
1863,286505.0836602879
1864,286604.53437995195
1865,353765.15317553876
1866,335730.68373093114
1867,226024.8276071691
1868,280506.3183172597
1869,201700.125436472
1870,222950.98811527743
1871,259244.745269793
1872,174630.56894383585
1873,225560.00027093937
1874,153114.22319085724
1875,202427.94269778827
1876,198007.1219632612
1877,209163.0298651859
1878,205902.5788110643
1879,127208.45807552962
1880,131563.98967896242
1881,245784.9458845015
1882,242360.45926683093
1883,189753.1358722087
1884,204844.19795262386
1885,241140.21026746312
1886,284424.6639271317
1887,211314.26923037463
1888,259255.2997968437
1889,169763.44830822654
1890,115140.6580278684
1891,139416.7441516679
1892,96874.59840529677
1893,125856.86625920427
1894,123362.35057351177
1895,137854.10958747065
1896,129267.62442025894
1897,112570.62545673102
1898,114485.91160784992
1899,166627.7837490113
1900,154703.96560789165
1901,164437.7200746906
1902,154476.27386833986
1903,211369.58042599243
1904,150109.86509198713
1905,197958.54023474295
1906,134701.40842727525
1907,218719.72127539452
1908,111393.14805854371
1909,131873.04406071577
1910,119660.66335824943
1911,228551.77870439133
1912,340871.30949629477
1913,145020.49539587297
1914,54531.86448252664
1915,296749.3627893993
1916,66609.2862641231
1917,246584.2201739881
1918,142467.5666410631
1919,180652.9190074313
1920,166894.0515278055
1921,361813.1207725418
1922,325451.4661424339
1923,238942.41092139157
1924,213902.7518255817
1925,198234.9939917924
1926,366426.21415158885
1927,133599.46732924556
1928,162963.68361103596
1929,120520.27120380098
1930,143174.84086247507
1931,142023.75027002796
1932,143683.46875067908
1933,183525.47005351397
1934,182425.41743285014
1935,167299.73416152742
1936,192670.7783231487
1937,185339.829889969
1938,173861.55067346783
1939,245508.94888993795
1940,196150.5083718711
1941,170338.50136746623
1942,185811.1901401681
1943,219744.36248903934
1944,359414.3764314234
1945,390202.6968954142
1946,144271.95908215432
1947,198432.05661208415
1948,169651.11502715969
1949,246854.049351069
1950,191231.1696512898
1951,245243.18126645908
1952,209034.6777598394
1953,165415.61453070937
1954,189806.59956639772
1955,138181.53777215487
1956,301732.9780034961
1957,157501.40394877625
1958,283691.6238180971
1959,142588.92002710633
1960,115504.32707464047
1961,118733.47706834157
1962,100805.35220487627
1963,106761.77062294027
1964,107715.12399269492
1965,143001.0289435036
1966,138460.7737453172
1967,291252.58863488294
1968,388634.5735434055
1969,377677.3438660908
1970,403859.87847530853
1971,471829.2290804608
1972,374179.86644387187
1973,265860.36380475765
1974,330913.20634997584
1975,493975.2685607924
1976,263632.98839617363
1977,342856.6494857927
1978,342380.7384842507
1979,335174.4303839673
1980,205522.5480726147
1981,351302.85220015555
1982,218796.06528853986
1983,206867.3278031089
1984,174403.051733767
1985,222730.4206287249
1986,206925.53139445884
1987,185560.41544277515
1988,173059.90093604356
1989,192689.14991287654
1990,205307.50004803878
1991,228578.159283544
1992,214566.20824884865
1993,170485.3994834123
1994,230556.13128622455
1995,184241.9867190772
1996,248024.13144005983
1997,326928.20035585243
1998,306435.0667084806
1999,278489.4064436536
2000,308631.34454883105
2001,269233.82596242276
2002,240633.79614505614
2003,251954.35170959067
2004,275515.99486970104
2005,228315.47920965427
2006,220241.24612875306
2007,245022.36604820078
2008,203608.0345535187
2009,196642.05938852206
2010,196029.33223690043
2011,145702.0282673498
2012,172151.7406786609
2013,177691.27161817512
2014,184717.71683741387
2015,206732.63944735035
2016,191883.80435718634
2017,192135.39191373938
2018,116757.53473974104
2019,133244.5132651133
2020,105238.82909826205
2021,101062.73622619314
2022,181856.2518525661
2023,148778.4825364839
2024,270182.63949409785
2025,346399.098976331
2026,172326.1806423982
2027,156724.6198288268
2028,158611.4142163476
2029,162398.40617146075
2030,263266.8451115224
2031,233289.38309848835
2032,258167.2551985548
2033,252892.98317302694
2034,172023.84694861947
2035,219747.72993914149
2036,201016.82079047378
2037,202862.4980357799
2038,341335.08379023033
2039,227813.4418676468
2040,283793.40723458835
2041,293141.15947526356
2042,204636.31474371644
2043,174012.07866558136
2044,179347.73541264475
2045,211443.30365687414
2046,145781.92305430808
2047,144804.38607687515
2048,141933.68212106536
2049,147866.7685356641
2050,179731.00135208067
2051,102641.70238540195
2052,123369.12963862708
2053,146909.6661367738
2054,93636.7686460291
2055,154274.30513830626
2056,155177.93337033558
2057,112123.75635300098
2058,211819.00382003427
2059,131619.75870406628
2060,169183.32657259604
2061,179094.02881910958
2062,127775.22762006159
2063,118114.35861241599
2064,135046.32889684924
2065,118963.61401229353
2066,175179.18377391013
2067,107728.42535687698
2068,148430.778900202
2069,89239.07856522106
2070,118723.44179058309
2071,93512.35472481164
